RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
12115,0,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,PARTICULAR SUBVENCIONADO,URBANO,13,131,13128,RENCA,292,69,32,65,1,459,85.6
12117,7,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,MUNICIPAL - DAEM,URBANO,13,131,13125,QUILICURA,280,88,38,79,0,485,83.7
12151,7,COLEGIO HISPANO AMERICANO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,428,41,168,337,3,977,65.2
12177,0,COLEGIO ANDRES BELLO,PARTICULAR SUBVENCIONADO,URBANO,5,54,5402,CABILDO,86,6,64,117,0,273,57.1
12183,5,COLEGIO SAINT THOMAS COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,10,103,10301,OSORNO,16,11,22,42,23,114,43.0
12185,1,ESCUELA PARTICULAR HELVECIA,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,35,6,11,8,0,60,86.7
12192,4,INSTITUTO DEL MAR CAPITAN WILLIAMS,PARTICULAR SUBVENCIONADO,URBANO,10,102,10203,CHONCHI,688,33,172,144,1,1038,86.0
12217,3,CENTRO POLITECNICO PARTICULAR DE NUNOA,PARTICULAR SUBVENCIONADO,URBANO,13,131,13120,ÑUÑOA,725,122,178,267,5,1297,79.0
12225,4,CENTRO EDUCACIONAL SAN ESTEBAN MARTIR,PARTICULAR SUBVENCIONADO,URBANO,13,131,13115,LO BARNECHEA,56,37,31,91,0,215,57.7
12234,3,LICEO TÉCNICO DIEGO PORTALES,PARTICULAR SUBVENCIONADO,URBANO,13,131,13110,LA FLORIDA,32,8,12,30,1,83,62.7
12241,6,COLEGIO CORAZON DE JESUS,PARTICULAR SUBVENCIONADO,URBANO,13,131,13126,QUINTA NORMAL,46,4,7,15,0,72,79.2
12242,4,COLEGIO PUDAHUEL,PARTICULAR SUBVENCIONADO,URBANO,13,131,13124,PUDAHUEL,185,29,49,51,0,314,83.8
12260,2,LICEO PART.OB.AUGUSTO SALINAS FUENZALIDA,PARTICULAR SUBVENCIONADO,URBANO,13,131,13101,SANTIAGO,102,35,34,79,9,259,66.0
12301,3,COLEGIO ESPAÑOL DE VIÑA DEL MAR,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,18,7,17,50,2,94,44.7
12305,6,COLEGIO ALEXANDER FLEMING,PARTICULAR SUBVENCIONADO,URBANO,5,58,5804,VILLA ALEMANA,100,18,70,82,10,280,67.1
12309,9,COLEGIO PIRAMIDE,PARTICULAR SUBVENCIONADO,URBANO,5,57,5701,SAN FELIPE,60,10,27,71,2,170,57.1
12312,9,COLEGIO REBECA FERNANDEZ,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,49,8,11,19,0,87,78.2
12332,3,LICEO POLITECNICO DE CON CON,MUNICIPAL - DAEM,URBANO,5,51,5103,CONCÓN,129,35,33,28,0,225,87.6
12336,6,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,MUNICIPAL - DAEM,URBANO,5,54,5402,CABILDO,240,17,107,140,0,504,72.2
12368,4,LICEO POLITECNICO SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,9,91,9103,CUNCO,161,14,30,12,0,217,94.5
12504,0,COLEGIO LITTLE COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,147,8,38,72,1,266,72.6
12509,1,LICEO PDTE. ANIBAL PINTO GARMENDIA.,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,81,11,42,106,4,244,54.9
12515,6,COLEGIO NUSTA KORI,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,39,25,12,47,4,127,59.8
12518,0,COLEGIO DIOCESANO OBISPO LABBE,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,121,21,62,123,5,332,61.4
12534,2,LICEO COLEGIO METODISTA ROBERT JOHNSON,PARTICULAR SUBVENCIONADO,RURAL,1,11,1107,ALTO HOSPICIO,418,61,81,83,1,644,87.0
12547,4,COLEGIO SAUCACHE,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,319,26,102,110,5,562,79.5
12551,2,LIC.PADRE ALBERTO HURTADO CRUCHAGA,MUNICIPAL - DAEM,URBANO,1,14,1405,PICA,90,16,15,39,0,160,75.6
12566,0,COLEGIO METODISTA WILLIAM TAYLOR,PARTICULAR SUBVENCIONADO,RURAL,1,11,1107,ALTO HOSPICIO,321,19,55,67,5,467,84.6
12573,3,COLEGIO MARIA REINA,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,77,27,36,118,10,268,52.2
12587,3,COLEGIO ARICA COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,112,7,63,123,4,309,58.9
12590,3,COLEGIO HISPANO ITALIANA,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,46,1,24,57,1,129,55.0
12591,1,LICEO SAMCA ARUMANTI,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,135,7,68,134,21,365,57.5
12594,6,COLEGIO ANTAMARA,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,29,4,15,58,3,109,44.0
12602,0,ESC. BASICA Y PARV. KRONOS SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,122,23,22,26,0,193,86.5
12603,9,LICEO LOS CONDORES,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,278,11,58,108,0,455,76.3
12604,7,ESCUELA BASICA CORONA SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,61,13,26,104,1,205,48.8
12605,5,ACADEMIA IQUIQUE HOSPICIO,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,56,0,20,42,1,119,63.9
12610,1,LICEO INSTITUTO COMERCIAL DE ARICA,MUNICIPAL - DAEM,URBANO,15,151,15101,ARICA,322,14,45,45,3,429,88.8
12630,6,COLEGIO LEONARDO DA VINCI,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,116,4,17,9,0,146,93.8
12631,4,COLEGIO INGLES,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,191,53,89,246,5,584,57.0
12649,7,LICEO SUPERIOR DIEGO PORTALES,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,184,20,46,81,1,332,75.3
12650,0,L.POLIV. SAGRADO CORAZON DE HOSPICIO,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,672,70,190,298,3,1233,75.6
12652,7,COLEGIO SANTO DOMINGO SAVIO,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,49,6,14,21,0,90,76.7
12655,1,COLEGIO SAN PEDRO,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,142,14,29,32,0,217,85.3
12658,6,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI,PARTICULAR SUBVENCIONADO,RURAL,15,151,15101,ARICA,74,4,9,3,0,90,96.7
12667,5,COLEGIO HUMBERSTONE,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,104,16,83,260,33,496,40.9
12669,1,COLEGIO HISPANO BRITANICO IQUIQUE,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,31,1,28,245,37,342,17.5
12672,1,COLEGIO SALESIANO DE IQUIQUE,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,31,8,30,147,12,228,30.3
12683,7,LICEO COLEGIO DEPORTIVO,MUNICIPAL - CORPORACIÓN,URBANO,1,11,1101,IQUIQUE,60,13,12,19,0,104,81.7
12686,1,LICEO ACADEMIA NACIONAL,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,128,22,21,39,1,211,81.0
12712,4,COLEGIO  CHILE NORTE,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,165,13,33,13,0,224,94.2
12713,2,CARDENAL RAUL SILVA HENRIQUEZ,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,110,4,11,11,0,136,91.9
12716,7,COLEGIO MIRAMAR,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,397,30,100,65,2,594,88.7
12719,1,LICEO PABLO NERUDA,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,100,16,9,21,0,146,85.6
12720,5,COLEGIO ADOLFO BEYZAGA OVANDO,PARTICULAR SUBVENCIONADO,URBANO,15,151,15101,ARICA,44,8,23,38,3,116,64.7
12735,3,COLEGIO UNIVERSITARIO UNAP,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,77,34,22,139,13,285,46.7
12741,8,COLEGIO LATIONOAMERICANO  LAS PARINAS,PARTICULAR SUBVENCIONADO,URBANO,1,11,1101,IQUIQUE,42,18,8,21,0,89,76.4
12747,7,COLEGIO RUPANIC SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,120,3,11,16,0,150,89.3
12749,3,COLEGIO MARISTA HERMANO FERNANDO ,PARTICULAR SUBVENCIONADO,URBANO,1,11,1107,ALTO HOSPICIO,149,6,13,17,0,185,90.8
12759,0,LICEO CAMIÑA,MUNICIPAL - DAEM,RURAL,1,14,1402,CAMIÑA,55,2,1,2,0,60,96.7
12762,0,IQRA ARABIAN BRITISH SCHOOL,PARTICULAR SUBVENCIONADO,RURAL,1,11,1101,IQUIQUE,14,5,9,24,25,77,36.4
12775,2,INSTITUTO  DOMINGO  EYZAGUIRRE,PARTICULAR SUBVENCIONADO,URBANO,13,134,13401,SAN BERNARDO,104,24,37,64,6,235,70.2
12777,9,COLEGIO NUEVA  ESPAÑA,PARTICULAR SUBVENCIONADO,URBANO,13,135,13501,MELIPILLA,19,9,4,12,0,44,72.7
12781,7,AMAZING GRACE ENGLISH SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,15,10,24,110,22,181,27.1
12800,7,COLEGIO BAUTISTA LOIS HART,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,5,1,5,22,0,33,33.3
12802,3,FUND.EDUC.COL.FEMENINO MADRE DEL ROSARIO,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,38,6,16,73,1,134,44.8
12823,6,COLEGIO CALAMA,PARTICULAR SUBVENCIONADO,URBANO,2,22,2201,CALAMA,40,11,17,46,0,114,59.6
12830,9,LICEO DE ESTUDIOS CONTABLES Y ADMINISTR.,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,230,124,78,314,7,753,57.4
12836,8,COLEGIO RIO LOA,PARTICULAR SUBVENCIONADO,URBANO,2,22,2201,CALAMA,103,6,19,49,1,178,71.9
12837,6,COLEGIO PARTICULAR BET- EL,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,36,5,14,40,1,96,57.3
12838,4,COLEGIO ECOLOGICO MONTESSORI,PARTICULAR SUBVENCIONADO,URBANO,2,22,2201,CALAMA,25,11,18,120,6,180,30.0
12842,2,LICEO AGROPECUARIO LIKAN ANTAI,MUNICIPAL - DAEM,RURAL,2,22,2203,SAN PEDRO DE ATACAMA,109,23,17,40,0,189,78.8
12851,1,COLEGIO PADRE ALBERTO HURTADO,PARTICULAR SUBVENCIONADO,URBANO,2,22,2201,CALAMA,29,8,19,89,3,148,37.8
12853,8,COLEGIO PARTICULAR SAN NICOLAS,PARTICULAR SUBVENCIONADO,URBANO,2,22,2201,CALAMA,31,10,14,148,14,217,25.3
12855,4,LICEO COMERCIAL COMPUTACIONAL STA SARA,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,44,23,20,84,3,174,50.0
12868,6,COLEGIO EBEN EZER,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,36,5,16,110,2,169,33.7
12885,6,COLEGIO SAN AGUSTIN,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,50,11,38,316,31,446,22.2
12891,0,NEW HEAVEN HIGH SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,96,57,51,171,5,380,53.7
12935,6,COLEGIO PROVIDENCIA,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,75,34,27,160,7,303,44.9
12943,7,COLEGIO TECNICO INDUSTRIAL DON BOSCO,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,205,48,102,360,3,718,49.4
12958,5,THE GIANT SCHOOL ANTOFAGASTA,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,34,2,22,132,15,205,28.3
12961,5,LICEO RADOMIRO TOMIC ROMERO,MUNICIPAL - CORPORACIÓN,URBANO,2,22,2201,CALAMA,100,20,11,31,0,162,80.9
12963,1,THE ANTOFAGASTA BAPTIST COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,57,30,33,222,26,368,32.6
12970,4,NORTH COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,44,19,23,130,7,223,38.6
12977,1,HARVEST CHRISTIAN SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,2,21,2101,ANTOFAGASTA,41,11,36,194,7,289,30.4
12980,1,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,MUNICIPAL - CORPORACIÓN,URBANO,2,22,2201,CALAMA,93,16,39,186,7,341,43.4
13103,2,COLEGIO PARTICULAR CALDERA,PARTICULAR SUBVENCIONADO,URBANO,3,31,3102,CALDERA,41,7,12,24,4,88,68.2
13112,1,COLEGIO SAN AGUSTIN DE ATACAMA,PARTICULAR SUBVENCIONADO,URBANO,3,31,3101,COPIAPÓ,74,18,53,182,26,353,41.1
13145,8,LICEO TECNOLOGICO DE COPIAPO,MUNICIPAL - DAEM,URBANO,3,31,3101,COPIAPÓ,454,95,87,182,2,820,77.6
13146,6,ESC.INDUSTRIAL SALESIANA CRISTO REDENTOR,PARTICULAR SUBVENCIONADO,URBANO,3,31,3101,COPIAPÓ,263,48,79,174,0,564,69.1
13156,3,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,PARTICULAR SUBVENCIONADO,URBANO,3,31,3101,COPIAPÓ,375,117,80,186,5,763,75.0
13168,7,LICEO EL PALOMAR,MUNICIPAL - DAEM,URBANO,3,31,3101,COPIAPÓ,292,57,28,64,1,442,85.3
13178,4,COLEGIO HISPANO AMERICA,PARTICULAR SUBVENCIONADO,URBANO,3,32,3201,CHAÑARAL,41,2,8,19,0,70,72.9
13185,7,LICEO POLITECNICO,MUNICIPAL - DAEM,URBANO,3,33,3301,VALLENAR,430,21,29,33,0,513,93.6
13188,1,COLEGIO CERVANTINO,PARTICULAR SUBVENCIONADO,URBANO,3,31,3101,COPIAPÓ,32,9,8,56,7,112,43.8
13190,3,COLEGIO SAN FRANCISCO DE LA SELVA,PARTICULAR SUBVENCIONADO,URBANO,3,31,3101,COPIAPÓ,10,0,9,39,19,77,24.7
13202,0,LICEO BICENTENARIO DE VALLENAR               ,MUNICIPAL - DAEM,URBANO,3,33,3301,VALLENAR,125,2,40,60,1,228,73.2
13205,5,SANTO DOMINGO COUNTRY SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,5,56,5606,SANTO DOMINGO,6,6,10,30,20,72,30.6
13210,1,COLEGIO  HOSPITALARIO  RENOVAL,PARTICULAR SUBVENCIONADO,URBANO,13,131,13123,PROVIDENCIA,0,1,0,1,8,10,10.0
13215,2,COLEGIO HOSPITALARIO  CLINICA INDISA,PARTICULAR SUBVENCIONADO,URBANO,13,131,13123,PROVIDENCIA,0,0,0,1,0,1,0.0
13220,9,COLEGIO  LICARAYEN,PARTICULAR SUBVENCIONADO,URBANO,13,131,13110,LA FLORIDA,127,26,39,84,7,283,67.8
13305,1,TRINITY SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,5,3,15,48,8,79,29.1
13313,2,COLEGIO FRANCIS SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,55,20,67,158,15,315,45.1
13314,0,COLEGIO CRISTOBAL COLON,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,83,30,35,67,1,216,68.5
13324,8,COLEGIO SANTA MARIA DE BELEN N_ 162,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,38,8,30,86,4,166,45.8
13330,2,COLEGIO PARTICULAR PIERROT,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,34,10,14,21,3,82,70.7
13332,9,COLEGIO SAINT MARY SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,9,5,17,45,8,84,36.9
13333,7,ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI,PARTICULAR SUBVENCIONADO,RURAL,4,41,4101,LA SERENA,74,13,18,28,2,135,77.8
13341,8,COLEGIO PART. KOMVUX - COQUIMBO,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,31,8,6,5,0,50,90.0
13344,2,COLEGIO AMERICANO,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,61,12,25,41,0,139,70.5
13352,3,LICEO POLIV.PADRE JOSE HERDE P-LHER,MUNICIPAL - DAEM,URBANO,4,42,4202,CANELA,195,10,42,31,0,278,88.8
13356,6,COLEGIO ALBERT EINSTEIN,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,59,8,37,149,5,258,40.3
13360,4,COLEGIO SAN NICOLAS,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,20,15,30,104,9,178,36.5
13361,2,KID´S WORLD SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,76,21,34,86,21,238,55.0
13370,1,COLEGIO DEL ALBA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,23,6,38,147,34,248,27.0
13372,8,COLEGIO FRANCISCO PALAU,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,14,8,24,65,9,120,38.3
13373,6,COLEGIO PARTICULAR LEONARDO DA VINCI,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,39,13,31,68,1,152,54.6
13383,3,COLEGIO CAMBRIDGE SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,42,4204,SALAMANCA,63,11,34,28,0,136,79.4
13384,1,SAINT JOHN´S SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,75,16,53,115,2,261,55.2
13387,6,COLEGIO DE ARTES ELISEO VIDELA JORQUERA,MUNICIPAL - DAEM,URBANO,4,43,4301,OVALLE,96,24,33,45,0,198,77.3
13388,4,COLEGIO SANTO TOMAS  LA SERENA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,28,3,33,100,29,193,33.2
13394,9,CORAZON DE JESUS,PARTICULAR SUBVENCIONADO,URBANO,4,42,4204,SALAMANCA,94,18,33,37,0,182,79.7
13416,3,COLEGIO ARTISTICO CULTURAL FORM-ARTE,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,22,12,18,48,6,106,49.1
13417,1,COLEGIO ELQUI,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,41,7,17,34,0,99,65.7
13420,1,COLEGIO NUESTRA SENORA DE ANDACOLLO,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,238,31,115,79,0,463,82.9
13426,0,COLEGIO SAN LUCAS,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,17,10,19,34,2,82,56.1
13427,9,COLEGIO LOS CONQUISTADORES,PARTICULAR SUBVENCIONADO,RURAL,4,43,4303,MONTE PATRIA,88,15,40,62,0,205,69.8
13439,2,COLEGIO PUCARA,PARTICULAR SUBVENCIONADO,URBANO,4,43,4301,OVALLE,46,3,38,65,1,153,56.9
13442,2,COLEGIO SANTA FAMILIA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,110,24,81,163,4,382,56.3
13445,7,COLEGIO ESPANOL,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,18,18,8,18,1,63,69.8
13446,5,MARIA EDUCA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,41,11,42,117,9,220,42.7
13450,3,COLEGIO ANDRES BELLO - PAMPA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,72,5,83,216,29,405,39.5
13461,9,LICEO CARMEN AURORA RODRIGUEZ HENRIQUEZ,MUNICIPAL - DAEM,URBANO,4,41,4102,COQUIMBO,72,14,33,12,0,131,90.8
13462,7,COLEGIO CERRO GUAYAQUIL,MUNICIPAL - DAEM,URBANO,4,43,4303,MONTE PATRIA,42,5,6,6,0,59,89.8
13475,9,COLEGIO SAN MARTIN DE PORRES,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,211,25,64,60,0,360,83.3
13486,4,COLEGIO  SAN FRANCISCO JAVIER,PARTICULAR SUBVENCIONADO,URBANO,4,42,4203,LOS VILOS,230,34,90,96,2,452,78.3
13489,9,COLEGIO MARIA EDUCA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,52,13,50,83,10,208,55.3
13491,0,COLEGIO ALTAZOR,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,84,27,40,90,1,242,62.4
13503,8,COLEGIO VALENTIN LETELIER,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,54,13,31,74,6,178,55.1
13504,6,COLEGIO SAN LORENZO,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,67,18,43,80,1,209,61.2
13513,5,COLEGIO DALMACIA,PARTICULAR SUBVENCIONADO,URBANO,4,43,4301,OVALLE,84,9,28,51,0,172,70.3
13535,6,COLEGIO CERRO GRANDE,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,22,4,19,55,2,102,44.1
13542,9,COLEGIO IRMA SALAS SILVA,PARTICULAR SUBVENCIONADO,URBANO,4,43,4304,PUNITAQUI,66,0,20,14,0,100,86.0
13545,3,ESCUELA BASICA SAN FRANCISCO DE BORJA,PARTICULAR SUBVENCIONADO,URBANO,4,43,4302,COMBARBALÁ,72,1,12,9,0,94,90.4
13551,8,COLEGIO MANANTIAL,PARTICULAR SUBVENCIONADO,URBANO,4,43,4301,OVALLE,77,7,31,31,2,148,77.7
13553,4,COLEGIO SANTA HELENA COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,43,13,21,24,1,102,75.5
13558,5,INSTITUTO DE ADM. Y COMERCIO ESTADO DE ISRAEL,MUNICIPAL - DAEM,URBANO,4,41,4102,COQUIMBO,169,11,95,117,1,393,70.0
13561,5,LIC.DE CIENC.Y HUM.SAN JOSEMARIA ESCRIVA,MUNICIPAL - DAEM,URBANO,4,41,4102,COQUIMBO,159,23,85,116,1,384,69.5
13565,8,COLEGIO MANANTIALES DE ELQUI,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,39,20,17,37,5,118,64.4
13573,9,COLEGIO TAMELCURA,PARTICULAR SUBVENCIONADO,URBANO,4,43,4301,OVALLE,44,10,36,48,5,143,62.9
13574,7,COLEGIO CERVANTES,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,43,9,20,65,1,138,52.2
13576,3,LICEO TECNICO FEMENINO LAS COMPANIAS,MUNICIPAL - CORPORACIÓN,URBANO,4,41,4101,LA SERENA,111,26,29,32,0,198,83.8
13582,8,COLEGIO TECNICO PROFESIONAL FLORENCIA NIGHTIN,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,182,43,76,116,4,421,71.5
13587,9,COLEGIO ESPANOL FERMIN ZUNIGA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4101,LA SERENA,20,8,17,38,3,86,52.3
13590,9,COLEGIO DE ADMINISTRACION Y COMERCIO EL INGENIO,MUNICIPAL - DAEM,URBANO,4,43,4301,OVALLE,112,12,17,19,0,160,88.1
13604,2,COLEGIO RAKIDUAM,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,40,9,18,45,4,116,57.8
13606,9,COLEGIO LEONARDO DA VINCI - VICUÐA,PARTICULAR SUBVENCIONADO,URBANO,4,41,4106,VICUÑA,198,11,65,56,0,330,83.0
13610,7,COLEGIO  INTERCULTURAL,PARTICULAR SUBVENCIONADO,RURAL,4,41,4101,LA SERENA,6,0,3,4,0,13,69.2
13621,2,COLEGIO DISCOVERY,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,42,3,16,15,0,76,80.3
13626,3,COLEGIO SAN LUIS,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,51,14,15,14,0,94,85.1
13627,1,COLEGIO BASICO SAN SEBASTIAN,PARTICULAR SUBVENCIONADO,URBANO,4,42,4204,SALAMANCA,35,5,12,15,0,67,77.6
13633,6,ESCUELA SAN MARINO COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,37,15,16,42,12,122,55.7
13637,9,COLEGIO HELLEN KELLER PEÑUELAS,PARTICULAR SUBVENCIONADO,URBANO,4,41,4102,COQUIMBO,10,0,8,7,0,25,72.0
14202,6,COLEGIO PANQUEHUE,MUNICIPAL - DAEM,URBANO,5,57,5704,PANQUEHUE,108,16,22,15,0,161,90.7
14206,9,LICEO AGRICOLA DE QUILLOTA,MUNICIPAL - DAEM,URBANO,5,55,5501,QUILLOTA,72,12,12,16,0,112,85.7
14210,7,COLEGIO BECARB II,PARTICULAR SUBVENCIONADO,URBANO,5,55,5502,LA CALERA,293,22,103,91,2,511,81.8
14211,5,AMERICAN COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,5,58,5804,VILLA ALEMANA,62,6,65,62,12,207,64.3
14215,8,LICEO AGRICOLA CHRISTA MOCK,PARTICULAR SUBVENCIONADO,URBANO,5,55,5506,NOGALES,164,7,46,27,2,246,88.2
14232,8,COLEGIO BORDEMAR,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,106,18,31,42,2,199,77.9
14237,9,COL.NUESTRA SRA.DE LAS MERCEDES,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,39,13,28,17,2,99,80.8
14265,4,ESCUELA  SAINT BENEDICT COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,9,2,16,50,2,79,34.2
14270,0,COLEGIO GOBERNADOR CONCHA Y SALVATIERRA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,52,6,11,30,2,101,68.3
14284,0,LICEO RENE DESCARTES,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,124,21,77,147,2,371,59.8
